arm,model,run,name,clean_name,fuel,status,capacity_mwe,province
arm2,gpt-5.5-2026-04-23,3,Điện đồng phát Đức Giang,dien dong phat duc giang,coal,proposed,100.0,lao cai
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Cà Mau 1 và 2,nhiet dien ca mau 1 va 2,unknown,operational,1500.0,ca mau
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Nhơn Trạch 3 và 4,nhiet dien nhon trach 3 va 4,imported gas,operational,1624.0,dong nai
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Na Dương,nhiet dien na duong,coal,operational,110.0,lang son
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Duyên Hải 3 mở rộng,nhiet dien duyen hai 3 mo rong,coal,operational,688.0,tra vinh
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện đồng phát Hải Hà 1,nhiet dien dong phat hai ha 1,coal,proposed,300.0,quang ninh
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Vedan Việt Nam,nhiet dien vedan viet nam,unknown,operational,72.0,dong nai
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Uông Bí mở rộng 1–2,nhiet dien uong bi mo rong 1–2,coal,operational,630.0,quang ninh
arm2,gpt-5.5-2026-04-23,4,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,389.0,ba ria - vung tau
arm2,gpt-5.5-2026-04-23,4,Nhiệt điện Cẩm Phả,nhiet dien cam pha,coal,operational,680.0,quang ninh
arm2,gpt-5.5-2026-04-23,4,Nhiệt điện Kiên Giang 2,nhiet dien kien giang 2,unknown,cancelled,750.0,kien giang
arm2,gpt-5.5-2026-04-23,4,Nhiệt điện Vĩnh Tân 4 mở rộng,nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm2,gpt-5.5-2026-04-23,4,Nhiệt điện Na Dương,nhiet dien na duong,coal,operational,110.0,lang son
arm2,gpt-5.5-2026-04-23,4,Nhiệt điện Duyên Hải 3 mở rộng,nhiet dien duyen hai 3 mo rong,coal,operational,688.0,tra vinh
arm2,gpt-5.5-2026-04-23,4,Nhiệt điện Kiên Giang 1,nhiet dien kien giang 1,unknown,cancelled,750.0,kien giang
arm2,gpt-5.5-2026-04-23,4,Nhiệt điện Uông Bí mở rộng 2,nhiet dien uong bi mo rong 2,coal,operational,330.0,quang ninh
arm2,gpt-5.5-2026-04-23,5,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,389.0,ba ria–vung tau
arm2,gpt-5.5-2026-04-23,5,Nhiệt điện Duyên Hải 3 mở rộng,nhiet dien duyen hai 3 mo rong,coal,operational,688.0,tra vinh
arm2,gpt-5.5-2026-04-23,5,Nhiệt điện Vĩnh Tân 4 mở rộng,nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm2,gpt-5.5-2026-04-23,5,Nhiệt điện Kiên Lương,nhiet dien kien luong,coal,cancelled,4400.0,kien giang
arm2,gpt-5.5-2026-04-23,5,Nhiệt điện Na Dương,nhiet dien na duong,coal,operational,110.0,lang son
arm2,qwen3.7-max-2026-05-20,1,Ca Mau 1 & 2,ca mau 1 & 2,unknown,operational,1500.0,ca mau
arm2,qwen3.7-max-2026-05-20,1,Pha Lai 1 & 2,pha lai 1 & 2,coal,operational,1040.0,hai duong
arm2,qwen3.7-max-2026-05-20,1,Long Phu 2 & 3,long phu 2 & 3,coal,cancelled,2400.0,soc trang
arm2,qwen3.7-max-2026-05-20,1,Son My I & II,son my 1 & 2,imported gas,proposed,3750.0,binh thuan
arm2,qwen3.7-max-2026-05-20,1,Vung Ang 2 & 3,vung ang 2 & 3,coal,cancelled,2400.0,ha tinh
arm2,qwen3.7-max-2026-05-20,1,Nhon Trach 3 & 4,nhon trach 3 & 4,imported gas,constructing,1624.0,dong nai
arm2,qwen3.7-max-2026-05-20,3,Nhơn Trạch 1 & 2,nhon trach 1 & 2,gas,operational,1200.0,dong nai
arm2,qwen3.7-max-2026-05-20,3,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1760.0,dong nai
arm2,qwen3.7-max-2026-05-20,4,Nhiệt điện Cẩm Phả,nhiet dien cam pha,coal,operational,600.0,quang ninh
arm2,qwen3.7-max-2026-05-20,4,Cà Mau 1 & 2,ca mau 1 & 2,unknown,operational,1500.0,ca mau
arm2,qwen3.7-max-2026-05-20,4,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1500.0,dong nai
arm2,qwen3.7-max-2026-05-20,4,LNG Thị Vải,thi vai,imported gas,unknown,900.0,ba ria - vung tau
arm2,qwen3.7-max-2026-05-20,5,Nhà máy Điện Cà Mau 1 & 2,nha may dien ca mau 1 & 2,gas,operational,1420.0,ca mau
arm2,qwen3.7-max-2026-05-20,5,Nhà máy Điện Nhơn Trạch 3 và 4,nha may dien nhon trach 3 va 4,imported gas,constructing,900.0,dong nai
arm3,claude-opus-4-6,1,NĐ đồng phát Hải Hà 1,dong phat hai ha 1,unknown,unknown,300.0,quang ninh
arm3,claude-opus-4-6,1,NĐ Formosa HT (Phase 1),formosa ht,unknown,unknown,500.0,ha tinh
arm3,claude-opus-4-6,1,NĐ đồng phát Hải Hà 2–4,dong phat hai ha 2–4,unknown,unknown,1800.0,quang ninh
arm3,claude-opus-4-6,1,NĐ Uông Bí MR II,uong bi mr 2,unknown,unknown,330.0,quang ninh
arm3,claude-opus-4-6,2,NĐ đồng phát Hải Hà 1,dong phat hai ha 1,unknown,unknown,300.0,quang ninh
arm3,claude-opus-4-6,2,NĐ đồng phát Đức Giang,dong phat duc giang,coal,unknown,100.0,unknown
arm3,claude-opus-4-6,2,NĐ đồng phát Hải Hà 2,dong phat hai ha 2,unknown,unknown,600.0,quang ninh
arm3,claude-opus-4-6,2,NĐ đồng phát Hải Hà 3,dong phat hai ha 3,unknown,unknown,600.0,quang ninh
arm3,claude-opus-4-6,2,NĐ đồng phát Hải Hà 4,dong phat hai ha 4,unknown,unknown,600.0,quang ninh
arm3,claude-opus-4-6,2,NĐ Hòa Phát II,hoa phat 2,unknown,unknown,300.0,quang ngai
arm3,claude-opus-4-6,2,Uông Bí mở rộng 2,uong bi mo rong 2,unknown,unknown,330.0,quang ninh
arm3,claude-opus-4-6,3,Nhiệt điện Cần Thơ (dầu),nhiet dien can tho,oil,operational,33.0,can tho
arm3,claude-opus-4-6,3,NĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,proposed,300.0,ha tinh
arm3,claude-opus-4-6,3,Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm3,claude-opus-4-6,3,Nhiệt điện Uông Bí MR I,nhiet dien uong bi mr 1,coal,operational,300.0,quang ninh
arm3,claude-opus-4-6,3,NĐ đồng phát Hải Hà 2–4,dong phat hai ha 2–4,coal,proposed,1800.0,quang ninh
arm3,claude-opus-4-6,3,Nhiệt điện Cẩm Phả I & II,nhiet dien cam pha 1 & 2,coal,operational,600.0,quang ninh
arm3,claude-opus-4-6,3,TBKHH Kiên Giang I & II,kien giang 1 & 2,unknown,cancelled,1500.0,kien giang
arm3,claude-opus-4-6,3,NĐ Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm3,claude-opus-4-6,3,Tua bin khí Thủ Đức,tua bin khi thu duc,oil,operational,113.0,hcm city
arm3,claude-opus-4-6,3,NĐ đồng phát Hải Hà 1,dong phat hai ha 1,coal,proposed,300.0,quang ninh
arm3,claude-opus-4-6,3,Nhiệt điện Uông Bí MR II,nhiet dien uong bi mr 2,coal,operational,330.0,quang ninh
arm3,claude-opus-4-6,4,NĐ đồng phát Hải Hà 1,dong phat hai ha 1,coal,proposed,300.0,quang ninh
arm3,claude-opus-4-6,4,NĐ Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm3,claude-opus-4-6,4,NĐ Hoà Phát II (khí dư),hoa phat 2,coal,proposed,300.0,quang ngai
arm3,claude-opus-4-6,4,NĐ Cẩm Phả I & II,cam pha 1 & 2,coal,operational,600.0,quang ninh
arm3,claude-opus-4-6,4,TBK Cần Thơ,tbk can tho,unknown,operational,155.0,can tho
arm3,claude-opus-4-6,4,TBKHH Kiên Giang I & II,kien giang 1 & 2,unknown,cancelled,1500.0,kien giang
arm3,claude-opus-4-6,4,NĐ Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm3,claude-opus-4-6,4,TBK Thủ Đức,tbk thu duc,unknown,operational,113.0,tp ho chi minh
arm3,claude-opus-4-6,4,NĐ đồng phát Hải Hà 2–4,dong phat hai ha 2–4,coal,proposed,1800.0,quang ninh
arm3,claude-opus-4-6,4,LNG Công Thanh,cong thanh,unknown,proposed,1500.0,thanh hoa
arm3,claude-opus-4-6,5,Uông Bí mở rộng II,uong bi mo rong 2,coal,operational,330.0,quang ninh
arm3,claude-opus-4-6,5,NĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,proposed,300.0,quang ngai
arm3,claude-opus-4-6,5,TBKHH Kiên Giang I & II,kien giang 1 & 2,unknown,cancelled,1500.0,kien giang
arm3,claude-opus-4-6,5,Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm3,claude-opus-4-6,5,Thủ Đức (tua bin khí),thu duc,oil,operational,113.0,tp.hcm
arm3,claude-opus-4-6,5,Cần Thơ (S4),can tho,unknown,operational,33.0,can tho
arm3,claude-opus-4-6,5,NMĐ Nhơn Trạch 3&4 (row),nmd nhon trach 3&4,unknown,unknown,0.0,—
arm3,claude-opus-4-6,5,NĐ đồng phát Hải Hà 1,dong phat hai ha 1,coal,proposed,300.0,quang ninh
arm3,mistral-large-2512,2,Bình Định I,binh dinh 1,coal,proposed,1200.0,binh dinh
arm3,mistral-large-2512,2,Bình Định II,binh dinh 2,coal,proposed,2000.0,binh dinh
arm3,mistral-large-2512,2,Phú Thọ,phu tho,coal,proposed,600.0,phu tho
arm3,mistral-large-2512,2,Phú Yên,phu yen,coal,proposed,4000.0,phu yen
arm3,mistral-large-2512,2,LNG Thái Bình,thai binh,imported gas,proposed,1500.0,thai binh
arm3,mistral-large-2512,2,Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm3,mistral-large-2512,2,Nghi Sơn III,nghi son 3,coal,proposed,1200.0,thanh hoa
arm3,mistral-large-2512,2,Rạng Đông,rang dong,coal,proposed,2400.0,nam dinh
arm3,mistral-large-2512,2,Kim Sơn,kim son,coal,proposed,3000.0,ninh binh
arm3,mistral-large-2512,2,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1500.0,dong nai
arm3,mistral-large-2512,2,Sông Hậu III,song hau 3,coal,proposed,2000.0,hau giang
arm3,mistral-large-2512,2,Bourbon,bourbon,oil,operational,24.0,ba ria - vung tau
arm3,mistral-large-2512,2,Đạm Phú Mỹ,dam phu my,unknown,operational,21.0,ba ria - vung tau
arm3,mistral-large-2512,2,Kiên Giang I,kien giang 1,imported gas,cancelled,750.0,kien giang
arm3,mistral-large-2512,3,NMĐ khí dư Hòa Phát II,nmd khi du hoa phat 2,unknown,operational,300.0,hai duong
arm3,mistral-large-2512,3,NMĐ Formosa Đồng Nai,nmd formosa dong nai,coal,operational,150.0,dong nai
arm3,mistral-large-2512,3,NMĐ Uông Bí MR,nmd uong bi mr,coal,operational,300.0,quang ninh
arm3,mistral-large-2512,3,NMĐ đồng phát Đức Giang,nmd dong phat duc giang,coal,operational,100.0,bac giang
arm3,mistral-large-2512,3,NMĐ Kiên Lương,nmd kien luong,coal,cancelled,1900.0,kien giang
arm3,mistral-large-2512,3,NMĐ đồng phát Hải Hà 2,nmd dong phat hai ha 2,coal,proposed,600.0,quang ninh
arm3,mistral-large-2512,3,NMĐ Bà Rịa,nmd ba ria,unknown,operational,389.0,ba ria - vung tau
arm3,mistral-large-2512,3,NMĐ đồng phát Hải Hà 3,nmd dong phat hai ha 3,coal,proposed,600.0,quang ninh
arm3,mistral-large-2512,3,NMĐ Vĩnh Tân IV MR,nmd vinh tan 4 mr,coal,operational,600.0,binh thuan
arm3,mistral-large-2512,3,NMĐ Nhơn Trạch 3 & 4,nmd nhon trach 3 & 4,imported gas,unknown,1500.0,dong nai
arm3,mistral-large-2512,3,NMĐ Na Dương,nmd na duong,coal,operational,111.0,lang son
arm3,mistral-large-2512,3,NMĐ đồng phát Hải Hà 4,nmd dong phat hai ha 4,coal,proposed,600.0,quang ninh
arm3,mistral-large-2512,3,NMĐ đồng phát Hải Hà 1,nmd dong phat hai ha 1,coal,operational,300.0,quang ninh
arm3,mistral-large-2512,3,NMĐ Uông Bí MR II,nmd uong bi mr 2,coal,operational,330.0,quang ninh
arm3,mistral-large-2512,3,NMĐ Vê Dan,nmd ve dan,oil,operational,72.0,binh dinh
arm3,mistral-large-2512,4,Cẩm Thanh,cam thanh,coal,cancelled,600.0,quang ninh
arm3,mistral-large-2512,4,Nam Định II,nam dinh 2,coal,proposed,1200.0,nam dinh
arm3,mistral-large-2512,4,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,operational,1500.0,dong nai
arm3,mistral-large-2512,4,Hải Hà I-IV (đang phát),hai ha 1-4,coal,operational,1800.0,quang ninh
arm3,mistral-large-2512,4,Kiên Lương III,kien luong 3,coal,proposed,1200.0,kien giang
arm3,mistral-large-2512,4,Sông Hậu III,song hau 3,coal,proposed,2000.0,hau giang
arm3,mistral-large-2512,4,Bourbon,bourbon,oil,retired,24.0,ba ria - vung tau
arm3,mistral-large-2512,4,Đạm Phú Mỹ,dam phu my,unknown,operational,21.0,ba ria - vung tau
arm3,mistral-large-2512,4,Bình Định II,binh dinh 2,coal,proposed,1200.0,binh dinh
arm3,mistral-large-2512,4,Bình Định I,binh dinh 1,coal,proposed,1200.0,binh dinh
arm3,mistral-large-2512,5,Sông Hậu III,song hau 3,coal,proposed,2000.0,hau giang
arm3,mistral-large-2512,5,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,unknown,1500.0,dong nai
arm3,mistral-large-2512,5,Kiên Lương,kien luong,coal,cancelled,1800.0,kien giang
arm3,mistral-large-2512,5,Bourbon,bourbon,oil,retired,24.0,ba ria - vung tau
arm3,mistral-large-2512,5,Đạm Phú Mỹ,dam phu my,unknown,operational,21.0,ba ria - vung tau
arm3,mistral-large-2512,5,Nam Định II,nam dinh 2,coal,proposed,1200.0,nam dinh
arm3,gpt-5.5,1,NĐ đồng phát Đức Giang,dong phat duc giang,unknown,planned,100.0,lao cai / chemical complex uncertain
arm3,gpt-5.5,1,NĐ đồng phát Hải Hà 1,dong phat hai ha 1,coal,unknown,150.0,quang ninh
arm3,gpt-5.5,1,NĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,unknown,300.0,quang ngai / dung quat
arm3,gpt-5.5,1,NĐ Lục Nam,luc nam,coal,unknown,100.0,bac giang
arm3,gpt-5.5,1,NĐ Nam Định II,nam dinh 2,coal,unknown,2000.0,nam dinh
arm3,gpt-5.5,1,NĐ đồng phát Hải Hà 2,dong phat hai ha 2,coal,unknown,600.0,quang ninh
arm3,gpt-5.5,1,NĐ Yên Hưng / Uông Bí III,yen hung / uong bi 3,coal,unknown,1200.0,quang ninh
arm3,gpt-5.5,1,NĐ Rạng Đông,rang dong,coal,unknown,100.0,nam dinh
arm3,gpt-5.5,1,NĐ đồng phát Hải Hà 3,dong phat hai ha 3,coal,unknown,600.0,quang ninh
arm3,gpt-5.5,1,NĐ đồng phát Hải Hà 4,dong phat hai ha 4,coal,unknown,600.0,quang ninh
arm3,gpt-5.5,1,NĐ An Giang,an giang,coal,unknown,2000.0,an giang
arm3,gpt-5.5,1,NĐ Kiên Lương I–III,kien luong 1–3,coal,unknown,1200.0,kien giang
arm3,gpt-5.5,1,NĐ Cần Thơ S4,can tho s4,unknown,unknown,33.0,can tho
arm3,gpt-5.5,1,NĐ Formosa Đồng Nai,formosa dong nai,unknown,unknown,150.0,dong nai
arm3,gpt-5.5,1,NĐ Uông Bí MR 1,uong bi mr 1,coal,operational,300.0,quang ninh
arm3,gpt-5.5,1,NĐ Uông Bí MR 2,uong bi mr 2,coal,operational,330.0,quang ninh
arm3,gpt-5.5,1,NĐ Vedan / Vê Đan,vedan / ve dan,unknown,unknown,60.0,dong nai
arm3,gpt-5.5,2,Formosa Đồng Nai,formosa dong nai,unknown,unknown,150.0,dong nai
arm3,gpt-5.5,2,Hòa Phát II gas dư,hoa phat 2 gas du,unknown,planned,300.0,n/a
arm3,gpt-5.5,2,Đức Giang CHP,duc giang chp,unknown,planned,100.0,n/a
arm3,gpt-5.5,2,Kiên Lương coal,kien luong coal,coal,unknown,3600.0,kien giang
arm3,gpt-5.5,2,Kiên Giang I–II gas,kien giang 1–2 gas,unknown,unknown,1500.0,kien giang
arm3,gpt-5.5,2,Sông Hậu III,song hau 3,coal,unknown,2000.0,hau giang
arm3,gpt-5.5,2,Uông Bí MR 1,uong bi mr 1,coal,operational,300.0,quang ninh
arm3,gpt-5.5,2,Uông Bí MR 2,uong bi mr 2,coal,operational,330.0,quang ninh
arm3,gpt-5.5,3,NĐ Cần Thơ hơi nước,can tho hoi nuoc,unknown,retired,33.0,can tho
arm3,gpt-5.5,3,TBK Bà Rịa,tbk ba ria,unknown,operational,389.0,ba ria–vung tau
arm3,gpt-5.5,3,TBK Thủ Đức,tbk thu duc,unknown,retired,113.0,tp. ho chi minh
arm3,gpt-5.5,3,NĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,proposed,300.0,hai duong / dung quat unclear
arm3,gpt-5.5,3,NĐ đồng phát Đức Giang,dong phat duc giang,coal,proposed,100.0,lao cai / hai phong unclear
arm3,gpt-5.5,3,NĐ Than An Giang,than an giang,coal,cancelled,2000.0,an giang
arm3,gpt-5.5,3,NĐ Cẩm Thanh,cam thanh,coal,cancelled,600.0,thanh hoa
arm3,gpt-5.5,3,NĐ đồng phát Hải Hà 2,dong phat hai ha 2,coal,cancelled,600.0,quang ninh
arm3,gpt-5.5,3,NĐ Uông Bí III,uong bi 3,coal,cancelled,1200.0,quang ninh
arm3,gpt-5.5,3,NĐ An Khánh II / Bắc Giang,an khanh 2 / bac giang,coal,constructing,650.0,bac giang
arm3,gpt-5.5,3,NĐ đồng phát Hải Hà 3,dong phat hai ha 3,coal,cancelled,600.0,quang ninh
arm3,gpt-5.5,3,NĐ Vĩnh Tân IV mở rộng,vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm3,gpt-5.5,3,NĐ Bảo Đại,bao dai,coal,proposed,600.0,bac giang / unclear
arm3,gpt-5.5,3,NĐ Than miền Bắc 1000 MW,than mien bac 1000 mw,coal,cancelled,2000.0,bac bo unspecified
arm3,gpt-5.5,3,NMĐ Nhơn Trạch 3 và 4,nmd nhon trach 3 va 4,imported gas,constructing,1624.0,dong nai
arm3,gpt-5.5,3,NĐ Nam Định II,nam dinh 2,coal,proposed,2000.0,nam dinh
arm3,gpt-5.5,3,NĐ Sông Hậu III,song hau 3,coal,proposed,2000.0,hau giang
arm3,gpt-5.5,3,TBKHH Miền Trung III,mien trung 3,unknown,cancelled,750.0,quang nam / quang ngai
arm3,gpt-5.5,3,NĐ đồng phát Hải Hà 4,dong phat hai ha 4,coal,cancelled,600.0,quang ninh
arm3,gpt-5.5,3,TTNĐ Kiên Lương III,ttnd kien luong 3,coal,cancelled,2000.0,kien giang
arm3,gpt-5.5,3,NĐ Lục Nam,luc nam,coal,cancelled,100.0,bac giang
arm3,gpt-5.5,3,TTNĐ Kiên Lương I,ttnd kien luong 1,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,3,TTNĐ Kiên Lương II,ttnd kien luong 2,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,3,NMĐ Đạm Phú Mỹ,nmd dam phu my,unknown,operational,21.0,ba ria–vung tau
arm3,gpt-5.5,3,NĐ Yên Hưng,yen hung,coal,cancelled,1200.0,quang ninh
arm3,gpt-5.5,3,NĐ Than Bình Định I,than binh dinh 1,coal,cancelled,1200.0,binh dinh
arm3,gpt-5.5,3,NĐ Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm3,gpt-5.5,3,NĐ Rạng Đông,rang dong,coal,cancelled,100.0,nam dinh
arm3,gpt-5.5,3,TBKHH Kiên Giang I,kien giang 1,unknown,cancelled,750.0,kien giang
arm3,gpt-5.5,3,NĐ Uông Bí mở rộng 1,uong bi mo rong 1,coal,operational,300.0,quang ninh
arm3,gpt-5.5,3,NĐ Uông Bí mở rộng 2,uong bi mo rong 2,coal,operational,330.0,quang ninh
arm3,gpt-5.5,4,Nhiệt điện Phú Thọ,nhiet dien phu tho,coal,cancelled,600.0,phu tho
arm3,gpt-5.5,4,Nhiệt điện than Vê Đan,nhiet dien than ve dan,coal,operational,60.0,dong nai
arm3,gpt-5.5,4,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,389.0,ba ria - vung tau
arm3,gpt-5.5,4,Nhiệt điện Formosa Đồng Nai,nhiet dien formosa dong nai,coal,operational,150.0,dong nai
arm3,gpt-5.5,4,Nhiệt điện khí dư Hòa Phát II,nhiet dien khi du hoa phat 2,unknown,proposed,300.0,hai duong / dung quat unresolved
arm3,gpt-5.5,4,Nhiệt điện đồng phát Đức Giang,nhiet dien dong phat duc giang,coal,proposed,100.0,not found
arm3,gpt-5.5,4,Nhiệt điện Bình Định II,nhiet dien binh dinh 2,coal,cancelled,2000.0,binh dinh
arm3,gpt-5.5,4,Nhiệt điện Bảo Đại,nhiet dien bao dai,coal,cancelled,600.0,bac bo unspecified
arm3,gpt-5.5,4,Nhiệt điện Duyên Hải III mở rộng,nhiet dien duyen hai 3 mo rong,coal,operational,660.0,tra vinh
arm3,gpt-5.5,4,Nhiệt điện An Khánh II / Bắc Giang,nhiet dien an khanh 2 / bac giang,coal,constructing,650.0,bac giang
arm3,gpt-5.5,4,Trung tâm nhiệt điện Kiên Lương I,trung tam nhiet dien kien luong 1,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,4,Tuabin khí Thủ Đức,tuabin khi thu duc,unknown,retired,113.0,tp. ho chi minh
arm3,gpt-5.5,4,Nhiệt điện Hải Hà 2,nhiet dien hai ha 2,coal,proposed,600.0,quang ninh
arm3,gpt-5.5,4,Nhiệt điện Hải Hà 3,nhiet dien hai ha 3,coal,proposed,600.0,quang ninh
arm3,gpt-5.5,4,Nhiệt điện Hải Hà 4,nhiet dien hai ha 4,coal,proposed,600.0,quang ninh
arm3,gpt-5.5,4,Nhiệt điện Bắc Giang,nhiet dien bac giang,coal,cancelled,600.0,bac giang
arm3,gpt-5.5,4,Nhiệt điện Bình Định I,nhiet dien binh dinh 1,coal,cancelled,1200.0,binh dinh
arm3,gpt-5.5,4,Nhiệt điện Nam Định II,nhiet dien nam dinh 2,coal,cancelled,1200.0,nam dinh
arm3,gpt-5.5,4,Trung tâm nhiệt điện Kiên Lương III,trung tam nhiet dien kien luong 3,coal,cancelled,2000.0,kien giang
arm3,gpt-5.5,4,Nhiệt điện Sông Hậu III,nhiet dien song hau 3,coal,cancelled,2000.0,hau giang
arm3,gpt-5.5,4,TBKHH Miền Trung III,mien trung 3,unknown,cancelled,750.0,quang nam / quang ngai unresolved
arm3,gpt-5.5,4,Nhiệt điện Formosa Hà Tĩnh mở rộng / HT2,nhiet dien formosa ha tinh mo rong / ht2,coal,proposed,650.0,ha tinh
arm3,gpt-5.5,4,NMĐ Nhơn Trạch 3 và 4,nmd nhon trach 3 va 4,imported gas,constructing,1624.0,dong nai
arm3,gpt-5.5,4,Nhiệt điện Rạng Đông,nhiet dien rang dong,coal,proposed,100.0,nam dinh
arm3,gpt-5.5,4,Nhiệt điện Cần Thơ S4 dầu,nhiet dien can tho s4 dau,unknown,retired,33.0,can tho
arm3,gpt-5.5,4,TBKHH Kiên Giang I,kien giang 1,unknown,cancelled,750.0,kien giang
arm3,gpt-5.5,4,Trung tâm nhiệt điện Kiên Lương II,trung tam nhiet dien kien luong 2,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,4,Nhiệt điện Vĩnh Tân VI,nhiet dien vinh tan vi,coal,cancelled,1200.0,binh thuan
arm3,gpt-5.5,4,Nhiệt điện Hải Hà 1,nhiet dien hai ha 1,coal,operational,150.0,quang ninh
arm3,gpt-5.5,4,Nhiệt điện Formosa Hà Tĩnh hiện hữu,nhiet dien formosa ha tinh hien huu,coal,operational,150.0,ha tinh
arm3,gpt-5.5,4,Nhiệt điện Uông Bí mở rộng 1,nhiet dien uong bi mo rong 1,coal,operational,300.0,quang ninh
arm3,gpt-5.5,4,Nhiệt điện Uông Bí mở rộng 2,nhiet dien uong bi mo rong 2,coal,operational,330.0,quang ninh
arm3,gpt-5.5,4,Nhiệt điện Vê Đan,nhiet dien ve dan,unknown,operational,72.0,dong nai
arm3,gpt-5.5,4,Nhiệt điện Vĩnh Tân IV mở rộng,nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm3,gpt-5.5,5,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,389.0,ba ria - vung tau
arm3,gpt-5.5,5,Nhiệt điện đồng phát Hải Hà 1,nhiet dien dong phat hai ha 1,coal,operational,150.0,quang ninh
arm3,gpt-5.5,5,Nhiệt điện khí dư Hòa Phát II,nhiet dien khi du hoa phat 2,coal,proposed,300.0,hai duong / dung quat?
arm3,gpt-5.5,5,Nhiệt điện đồng phát Đức Giang,nhiet dien dong phat duc giang,coal,proposed,100.0,lao cai / tbd
arm3,gpt-5.5,5,Nhiệt điện than Bình Định II,nhiet dien than binh dinh 2,coal,cancelled,2000.0,binh dinh
arm3,gpt-5.5,5,Nhiệt điện đồng phát Hải Hà 2,nhiet dien dong phat hai ha 2,coal,proposed,600.0,quang ninh
arm3,gpt-5.5,5,Nhiệt điện Duyên Hải III mở rộng,nhiet dien duyen hai 3 mo rong,coal,operational,660.0,tra vinh
arm3,gpt-5.5,5,Nhiệt điện Formosa Hà Tĩnh II / HT2,nhiet dien formosa ha tinh 2 / ht2,coal,operational,650.0,ha tinh
arm3,gpt-5.5,5,Nhiệt điện Formosa Hà Tĩnh I,nhiet dien formosa ha tinh 1,coal,operational,150.0,ha tinh
arm3,gpt-5.5,5,Nhiệt điện Bắc Giang,nhiet dien bac giang,coal,cancelled,600.0,bac giang
arm3,gpt-5.5,5,Nhiệt điện đồng phát Hải Hà 4,nhiet dien dong phat hai ha 4,coal,proposed,600.0,quang ninh
arm3,gpt-5.5,5,Nhiệt điện Nhơn Trạch 3 và 4,nhiet dien nhon trach 3 va 4,imported gas,constructing,1624.0,dong nai
arm3,gpt-5.5,5,Nhiệt điện Nam Định II,nhiet dien nam dinh 2,coal,cancelled,2000.0,nam dinh
arm3,gpt-5.5,5,Nhiệt điện Sông Hậu III,nhiet dien song hau 3,coal,cancelled,2000.0,hau giang
arm3,gpt-5.5,5,TBKHH Miền Trung III,mien trung 3,unknown,cancelled,750.0,quang ngai / quang tri uncertain
arm3,gpt-5.5,5,Nhiệt điện Kiên Lương III,nhiet dien kien luong 3,coal,cancelled,2000.0,kien giang
arm3,gpt-5.5,5,Nhiệt điện than miền Bắc 1000 MW,nhiet dien than mien bac 1000 mw,coal,cancelled,2000.0,"northern vietnam, unspecified"
arm3,gpt-5.5,5,Nhiệt điện than An Giang,nhiet dien than an giang,coal,cancelled,2000.0,an giang
arm3,gpt-5.5,5,Nhiệt điện Kiên Lương I,nhiet dien kien luong 1,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,5,Nhiệt điện Lục Nam,nhiet dien luc nam,coal,cancelled,100.0,bac giang
arm3,gpt-5.5,5,Nhiệt điện Phú Thọ,nhiet dien phu tho,coal,cancelled,600.0,phu tho
