model,run,ref_name,sys_name,ref_name_clean,sys_name_clean,similarity_score,ref_capacity,sys_capacity,capacity_diff_pct,verdict
claude-sonnet-4.6,run4,"TBKHH Kiên Giang I, II",Nhiệt điện Cần Thơ LNG,"kien giang 1, 2",nhiet đien can tho lng,53.3,1500.0,1500.0,0.0,clear
claude-sonnet-4.6,run4,TBKHH Quảng Trị (khí Báo Vàng),Nhiệt điện Uông Bí mở rộng 1,quang tri,nhiet đien uong bi mo rong 1,55.6,340.0,300.0,11.8,clear
claude-sonnet-4.6,run4,Uong Bi I extension,Nhiệt điện Bình Dương,uong bi 1 extension,nhiet đien binh duong,48.5,300.0,300.0,0.0,clear
claude-sonnet-4.6,run4,Uong Bi II extension,Nhiệt điện Uông Bí mở rộng 2,uong bi 2 extension,nhiet đien uong bi mo rong 2,61.1,330.0,330.0,0.0,clear
claude-sonnet-4.6,run4,Vinh Tan 4 extension,Nhiệt điện Vĩnh Tân 4 mở rộng,vinh tan 4 extension,nhiet đien vinh tan 4 mo rong,68.4,600.0,600.0,0.0,clear
claude-sonnet-4.6,run5,An Khánh - Bac Giang,Nhiệt điện Cà Mau 3,an khanh - bac giang,nhiet đien ca mau 3,42.4,650.0,750.0,15.4,clear
claude-sonnet-4.6,run5,Bà Rịa GT,Nhiệt điện An Khánh,ba ria gt,nhiet đien an khanh,44.4,46.0,150.0,226.1,clear
claude-sonnet-4.6,run5,Bạc Liêu 1,Nhiệt điện Nghệ An (than),bac lieu 1,nhiet đien nghe an,40.0,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run5,Cong Thanh,Nhiệt điện Nhơn Trạch 5,cong thanh,nhiet đien nhon trach 5,60.0,600.0,750.0,25.0,clear
claude-sonnet-4.6,run5,Dong Nai Formosa,Nhiệt điện Uông Bí mở rộng 1,dong nai formosa,nhiet đien uong bi mo rong 1,56.2,150.0,300.0,100.0,clear
claude-sonnet-4.6,run5,Dong Nai Formosa,Nhiệt điện Phú Mỹ 5,dong nai formosa,nhiet đien phu my 5,31.2,300.0,750.0,150.0,clear
claude-sonnet-4.6,run5,Duc Giang - Lao Cai Chemical,Nhiệt điện Đông Triều,duc giang - lao cai chemical,nhiet đien đong trieu,38.1,100.0,110.0,10.0,clear
claude-sonnet-4.6,run5,Dung Quat Special Economic Zone (J-Power) Phase I,Nhiệt điện Cần Thơ LNG,dung quat special economic zone phase 1,nhiet đien can tho lng,40.9,2400.0,1500.0,37.5,clear
claude-sonnet-4.6,run5,Dung Quat Special Economic Zone (J-Power) Phase II,Nhiệt điện Kiên Giang,dung quat special economic zone phase 2,nhiet đien kien giang,38.1,2000.0,1500.0,25.0,clear
claude-sonnet-4.6,run5,Duyen Hai 3 Extension,Nhiệt điện Hưng Yên,duyen hai 3 extension,nhiet đien hung yen,44.4,660.0,1200.0,81.8,clear
claude-sonnet-4.6,run5,Duyên Hải 2,Nhiệt điện Bình Dương,duyen hai 2,nhiet đien binh duong,47.1,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run5,Formosa HT2,Nhiệt điện Vũng Áng 4,formosa ht2,nhiet đien vung ang 4,25.0,650.0,1200.0,84.6,clear
claude-sonnet-4.6,run5,Ha Tinh Formosa Plastics Steel Complex,Nhiệt điện Kiên Lương 4,ha tinh formosa plastics steel complex,nhiet đien kien luong 4,36.4,450.0,1200.0,166.7,clear
claude-sonnet-4.6,run5,Ha Tinh Formosa Plastics Steel Complex,Nhiệt điện Nhơn Trạch 6,ha tinh formosa plastics steel complex,nhiet đien nhon trach 6,46.2,450.0,750.0,66.7,clear
claude-sonnet-4.6,run5,Hai Ha CHP Phase 1,Nhiệt điện Bình Sơn,hai ha chp phase 1,nhiet đien binh son,40.0,150.0,150.0,0.0,clear
claude-sonnet-4.6,run5,Hai Ha CHP Phase 2,Nhiệt điện Long An (than),hai ha chp phase 2,nhiet đien long an,37.5,750.0,1200.0,60.0,clear
claude-sonnet-4.6,run5,Hai Ha CHP Phase 3,Nhiệt điện Duyên Hải 3 mở rộng,hai ha chp phase 3,nhiet đien duyen hai 3 mo rong,38.9,600.0,688.0,14.7,clear
claude-sonnet-4.6,run5,Hai Ha CHP Phase 4,Nhiệt điện Cà Mau 4,hai ha chp phase 4,nhiet đien ca mau 4,50.0,600.0,750.0,25.0,clear
claude-sonnet-4.6,run5,Hai Phong 3,Nhiệt điện Cần Thơ 3,hai phong 3,nhiet đien can tho 3,63.2,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run5,LNG Bà Rịa 2,Nhiệt điện Lai Châu,ba ria 2,nhiet đien lai chau,40.0,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run5,LNG Chân Mây,Nhiệt điện Hà Nam,chan may,nhiet đien ha nam,57.1,4000.0,1200.0,70.0,clear
claude-sonnet-4.6,run5,LNG Cà Mau 1,Nhiệt điện Đà Nẵng LNG,ca mau 1,nhiet đien đa nang lng,50.0,1500.0,1500.0,0.0,clear
claude-sonnet-4.6,run5,"LNG Cà Mau 2,3",Nhiệt điện Điện Biên,"ca mau 2,3",nhiet đien đien bien,20.0,3000.0,1200.0,60.0,clear
claude-sonnet-4.6,run5,LNG Cà Ná II+III,Nhiệt điện Duyên Hải 6,ca na 2+3,nhiet đien duyen hai 6,40.0,4500.0,1200.0,73.3,clear
claude-sonnet-4.6,run5,LNG Cái Mép Hạ,Nhiệt điện Bắc Ninh,cai mep ha,nhiet đien bac ninh,40.0,6000.0,1200.0,80.0,clear
claude-sonnet-4.6,run5,LNG Hiệp Phước (phase I),Nhiệt điện Kiên Lương 3,hiep phuoc,nhiet đien kien luong 3,50.0,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run5,LNG Hải Lăng (2 and 3),Nhiệt điện Thái Bình 4,hai lang,nhiet đien thai binh 4,62.5,4500.0,1200.0,73.3,clear
claude-sonnet-4.6,run5,LNG Long An I phase 2,Nhiệt điện Trà Vinh,long an 1 phase 2,nhiet đien tra vinh,37.5,1500.0,1200.0,20.0,clear
claude-sonnet-4.6,run5,LNG Long An II,Nhiệt điện Nam Định 2,long an 2,nhiet đien nam đinh 2,50.0,1500.0,1200.0,20.0,clear
claude-sonnet-4.6,run5,LNG Long An II phase 2,Nhiệt điện Tiền Giang,long an 2 phase 2,nhiet đien tien giang,36.4,1500.0,1200.0,20.0,clear
claude-sonnet-4.6,run5,LNG Long Sơn II+III,Nhiệt điện Kiên Lương 2,long son 2+3,nhiet đien kien luong 2,63.2,3200.0,1200.0,62.5,clear
claude-sonnet-4.6,run5,LNG Long Sơn IV (địa điểm Tây),Nhiệt điện Sông Hậu 4,long son 4,nhiet đien song hau 4,63.2,3600.0,1200.0,66.7,clear
claude-sonnet-4.6,run5,LNG Mũi Kê Gà 1,Nhiệt điện Vĩnh Phúc,mui ke ga 1,nhiet đien vinh phuc,36.4,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run5,"LNG Mũi Kê Gà 2,3",Nhiệt điện Duyên Hải 4,"mui ke ga 2,3",nhiet đien duyen hai 4,43.5,2400.0,1200.0,50.0,clear
claude-sonnet-4.6,run5,LNG Mỹ Giang,Nhiệt điện Nghi Sơn 5,my giang,nhiet đien nghi son 5,50.0,6000.0,1200.0,80.0,clear
claude-sonnet-4.6,run5,LNG Núi Thành (Quảng Nam),Nhiệt điện Nghi Sơn 3,nui thanh,nhiet đien nghi son 3,44.4,3200.0,1200.0,62.5,clear
claude-sonnet-4.6,run5,LNG Phong Điền – Huế,Nhiệt điện Bắc Kạn,phong đien – hue,nhiet đien bac kan,51.9,3000.0,1200.0,60.0,clear
claude-sonnet-4.6,run5,LNG Phú Mỹ 3.1,Nhiệt điện Vũng Áng 3 (than),phu my 3.1,nhiet đien vung ang 3,42.1,850.0,1200.0,41.2,clear
claude-sonnet-4.6,run5,LNG Quảng Ninh 1 (Cẩm Phả),Nhiệt điện Yên Bái,quang ninh 1,nhiet đien yen bai,43.5,1500.0,1200.0,20.0,clear
claude-sonnet-4.6,run5,LNG Quảng Ninh 2 (Cẩm Phả),Nhiệt điện Cần Thơ 2,quang ninh 2,nhiet đien can tho 2,60.0,1500.0,1200.0,20.0,clear
claude-sonnet-4.6,run5,LNG Sông Đốc (Cà Mau),Nhiệt điện Thừa Thiên Huế,song đoc,nhiet đien thua thien hue,40.0,3000.0,1200.0,60.0,clear
claude-sonnet-4.6,run5,LNG Tân Phước,Nhiệt điện Thái Bình 3,tan phuoc,nhiet đien thai binh 3,44.4,4500.0,1200.0,73.3,clear
claude-sonnet-4.6,run5,"LNG Tân Thuận – Đầm Dơi, Cà Mau",Nhiệt điện Bắc Giang,"tan thuan – đam doi, ca mau",nhiet đien bac giang,41.0,3200.0,1200.0,62.5,clear
claude-sonnet-4.6,run5,LNG Vân Phong (Mỹ Giang) phase 1,Nhiệt điện Bình Thuận,van phong phase 1,nhiet đien binh thuan,41.4,3000.0,1200.0,60.0,clear
claude-sonnet-4.6,run5,LNG Vân Phong (Mỹ Giang) phase 2,Nhiệt điện Đồng Nai,van phong phase 2,nhiet đien đong nai,51.9,3000.0,1200.0,60.0,clear
claude-sonnet-4.6,run5,LNG miền Nam,Nhiệt điện Bạc Liêu (than),mien nam,nhiet đien bac lieu,62.5,1500.0,1200.0,20.0,clear
claude-sonnet-4.6,run5,Lee & Man,Nhiệt điện Thái Nguyên mở rộng,lee & man,nhiet đien thai nguyen mo rong,44.4,125.0,600.0,380.0,clear
claude-sonnet-4.6,run5,Long An 1,Nhiệt điện Tây Ninh,long an 1,nhiet đien tay ninh,44.4,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run5,Mong Duong 1,Nhiệt điện Hậu Giang,mong duong 1,nhiet đien hau giang,43.5,1080.0,1200.0,11.1,clear
claude-sonnet-4.6,run5,Ninh Thuan Novatek project,Nhiệt điện Nghi Sơn LNG,ninh thuan novatek project,nhiet đien nghi son lng,45.7,4500.0,1500.0,66.7,clear
claude-sonnet-4.6,run5,Nong Son 1,Nhiệt điện Na Dương,nong son 1,nhiet đien na duong,50.0,30.0,110.0,266.7,clear
claude-sonnet-4.6,run5,NĐ LNG miền Bắc,Nhiệt điện Nông Sơn,nđ lng mien bac,nhiet đien nong son,48.0,0.0,30.0,,clear
claude-sonnet-4.6,run5,NĐ Ô Môn I,Nhiệt điện Cao Bằng,nđ o mon 1,nhiet đien cao bang,50.0,660.0,1200.0,81.8,clear
claude-sonnet-4.6,run5,Phả Lại 3,Nhiệt điện Quảng Trạch 3,pha lai 3,nhiet đien quang trach 3,50.0,660.0,1200.0,81.8,clear
claude-sonnet-4.6,run5,Quảng Trị 1,Nhiệt điện Phú Yên,quang tri 1,nhiet đien phu yen,36.4,1320.0,1320.0,0.0,clear
claude-sonnet-4.6,run5,Quảng Trị – Huế area,Nhiệt điện Vĩnh Tân 3,quang tri – hue area,nhiet đien vinh tan 3,37.5,4000.0,1320.0,67.0,clear
claude-sonnet-4.6,run5,Quỳnh Lập 1,Nhiệt điện Sóc Trăng,quynh lap 1,nhiet đien soc trang,36.4,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run5,Son Dong,Nhiệt điện Sơn Động,son dong,nhiet đien son đong,87.5,220.0,220.0,0.0,hard
claude-sonnet-4.6,run5,TBKHH Bà Rịa 1,Nhiệt điện Bà Rịa,ba ria 1,nhiet đien ba ria,85.7,169.0,300.0,77.5,hard
claude-sonnet-4.6,run5,TBKHH Bà Rịa 2,Nhiệt điện Uông Bí,ba ria 2,nhiet đien uong bi,40.0,175.0,220.0,25.7,clear
claude-sonnet-4.6,run5,TBKHH Dung Quất II,Nhiệt điện Tuyên Quang,dung quat 2,nhiet đien tuyen quang,57.1,750.0,1200.0,60.0,clear
claude-sonnet-4.6,run5,"TBKHH Kiên Giang I, II",Nhiệt điện Thái Bình LNG,"kien giang 1, 2",nhiet đien thai binh lng,46.7,1500.0,1500.0,0.0,clear
claude-sonnet-4.6,run5,TBKHH Quảng Trị (khí Báo Vàng),Nhiệt điện Ninh Bình mở rộng,quang tri,nhiet đien ninh binh mo rong,36.4,340.0,600.0,76.5,clear
claude-sonnet-4.6,run5,TBKHH miền Trung I,Nhiệt điện Thanh Hóa (than),mien trung 1,nhiet đien thanh hoa,58.3,750.0,1200.0,60.0,clear
claude-sonnet-4.6,run5,TBKHH miền Trung II,Nhiệt điện Cà Mau (than),mien trung 2,nhiet đien ca mau,45.5,750.0,1200.0,60.0,clear
claude-sonnet-4.6,run5,Tân Phước 2,Nhiệt điện Bình Phước,tan phuoc 2,nhiet đien binh phuoc,73.7,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run5,Uong Bi I,Nhiệt điện Lục Nam,uong bi 1,nhiet đien luc nam,40.0,105.0,110.0,4.8,clear
claude-sonnet-4.6,run5,Uong Bi I extension,Nhiệt điện Formosa Hà Tĩnh,uong bi 1 extension,nhiet đien formosa ha tinh,43.8,300.0,600.0,100.0,clear
claude-sonnet-4.6,run5,Uong Bi II extension,Nhiệt điện Uông Bí mở rộng 2,uong bi 2 extension,nhiet đien uong bi mo rong 2,61.1,330.0,330.0,0.0,clear
claude-sonnet-4.6,run5,Vedan Vietnam Cogeneration power station,Nhiệt điện Hà Khánh,vedan vietnam cogeneration power station,nhiet đien ha khanh,42.4,60.0,110.0,83.3,clear
claude-sonnet-4.6,run5,Vinh Tan 4 extension,Nhiệt điện Vĩnh Tân 4 mở rộng,vinh tan 4 extension,nhiet đien vinh tan 4 mo rong,68.4,600.0,600.0,0.0,clear
deepseek-v4-flash,run1,Dong Nai Formosa,Nhiệt điện Uông Bí 2,dong nai formosa,nhiet đien uong bi 2,50.0,300.0,300.0,0.0,clear
deepseek-v4-flash,run1,Duyen Hai 3 Extension,Nhiệt điện Cẩm Phả,duyen hai 3 extension,nhiet đien cam pha,40.0,660.0,660.0,0.0,clear
deepseek-v4-flash,run1,Hai Duong,Nhiệt điện Vĩnh Tân 5,hai duong,nhiet đien vinh tan 5,44.4,1200.0,1200.0,0.0,clear
deepseek-v4-flash,run1,LNG Cà Mau 1,Nhiệt điện Sơn Mỹ,ca mau 1,nhiet đien son my,36.4,1500.0,1500.0,0.0,clear
deepseek-v4-flash,run1,Son Dong,Nhiệt điện Na Dương,son dong,nhiet đien na duong,75.0,220.0,220.0,0.0,clear
deepseek-v4-flash,run1,TBKHH Bà Rịa 2,Nhiệt điện Sơn Động,ba ria 2,nhiet đien son đong,37.5,175.0,220.0,25.7,clear
deepseek-v4-flash,run2,Duc Giang - Lao Cai Chemical,Thu Duc,duc giang - lao cai chemical,thu duc,60.0,100.0,100.0,0.0,clear
deepseek-v4-flash,run3,Duc Giang - Lao Cai Chemical,Nhà máy nhiệt điện An Khánh,duc giang - lao cai chemical,nha may nhiet đien an khanh,38.1,100.0,100.0,0.0,clear
deepseek-v4-flash,run4,Bạc Liêu 1,Nhiệt điện Phả Lai,bac lieu 1,nhiet đien pha lai,53.3,1200.0,1040.0,13.3,clear
deepseek-v4-flash,run4,LNG Cà Mau 1,Nhà máy nhiệt điện Sơn Mỹ (LNG),ca mau 1,nha may nhiet đien son my,62.5,1500.0,1500.0,0.0,clear
deepseek-v4-flash,run5,An Khánh 1,(LNG projects),an khanh 1,,0.0,116.0,0.0,100.0,clear
deepseek-v4-flash,run5,Bà Rịa GT,Nhiệt điện Khí (Gas),ba ria gt,nhiet đien khi,33.3,46.0,0.0,100.0,clear
deepseek-v4-flash,run5,Cao Ngạn,(Add: Large gas turbines),cao ngan,,0.0,114.0,0.0,100.0,clear
deepseek-v4-flash,run5,Dong Nai Formosa,(Other small gas/diesel <30 omitted),dong nai formosa,,0.0,150.0,0.0,100.0,clear
deepseek-v4-flash,run5,Duc Giang - Lao Cai Chemical,Nhà máy điện Dầu khí (Oil),duc giang - lao cai chemical,nha may đien dau khi,40.0,100.0,0.0,100.0,clear
deepseek-v4-flash,run5,Hai Ha CHP Phase 1,(Biomass/co-firing >30? Not thermal conventional; exclude.),hai ha chp phase 1,,0.0,150.0,0.0,100.0,clear
deepseek-v4-flash,run5,Lee & Man,Nhà máy điện Nhon Trach 3 & 4 listed above.,lee & man,nha may đien nhon trach 3 & 4 listed above.,44.4,125.0,0.0,100.0,clear
deepseek-v4-flash,run5,Na Dương 1,(Add: Nghi Son 2 is already there),na duong 1,,0.0,110.0,0.0,100.0,clear
deepseek-v4-flash,run5,Na Dương 2,(Add: Vinh Tan 4 is operating),na duong 2,,0.0,110.0,0.0,100.0,clear
deepseek-v4-flash,run5,Ninh Binh,(Other oil plants >30 MW: none common),ninh binh,,0.0,100.0,0.0,100.0,clear
deepseek-v4-flash,run5,Nong Son 1,(Coal plants under 30 MW omitted),nong son 1,,0.0,30.0,0.0,100.0,clear
deepseek-v4-flash,run5,NĐ LNG miền Bắc,Nhiệt điện Cà Mau (Dung Quất?),nđ lng mien bac,nhiet đien ca mau,51.9,0.0,0.0,,clear
deepseek-v4-flash,run5,TBKHH Ô Môn II,Nhiệt điện Phả Lại,o mon 2,nhiet đien pha lai,42.9,1050.0,1040.0,1.0,clear
deepseek-v4-flash,run5,Uong Bi I,(Retired coal plants),uong bi 1,,0.0,105.0,0.0,100.0,clear
deepseek-v4-flash,run5,Vedan Vietnam Cogeneration power station,Nhà máy điện Băng La (Binh Thuan),vedan vietnam cogeneration power station,nha may đien bang la,45.0,60.0,0.0,100.0,clear
deepseek-v4-pro,run1,Cam Pha 3,Nhà máy điện Bà Rịa,cam pha 3,nha may đien ba ria,47.1,440.0,390.0,11.4,clear
deepseek-v4-pro,run1,Dung Quat Special Economic Zone (J-Power) Phase I,Nhà máy nhiệt điện Kiên Lương,dung quat special economic zone phase 1,nha may nhiet đien kien luong,41.4,2400.0,2400.0,0.0,clear
deepseek-v4-pro,run1,Hai Duong,Nhà máy nhiệt điện Vĩnh Tân 4,hai duong,nha may nhiet đien vinh tan 4,46.2,1200.0,1200.0,0.0,clear
deepseek-v4-pro,run1,Son Dong,Nhà máy nhiệt điện Sơn Động,son dong,nha may nhiet đien son đong,87.5,220.0,220.0,0.0,hard
deepseek-v4-pro,run1,Uong Bi II extension,Nhà máy nhiệt điện Uông Bí mở rộng,uong bi 2 extension,nha may nhiet đien uong bi mo rong,64.7,330.0,330.0,0.0,clear
deepseek-v4-pro,run2,Formosa HT2,Vĩnh Tân 3 – Phase 1,formosa ht2,vinh tan 3 – phase 1,27.3,650.0,660.0,1.5,clear
deepseek-v4-pro,run2,LNG Long Sơn,Vĩnh Tân 3 – Phase 2,long son,vinh tan 3 – phase 2,37.5,1200.0,1320.0,10.0,clear
deepseek-v4-pro,run3,An Khánh 1,Nhà máy nhiệt điện An Khánh,an khanh 1,nha may nhiet đien an khanh,88.9,116.0,115.0,0.9,hard
deepseek-v4-pro,run3,Cong Thanh,Nhà máy nhiệt điện Vĩnh Tân 5,cong thanh,nha may nhiet đien vinh tan 5,55.6,600.0,600.0,0.0,clear
deepseek-v4-pro,run3,Dong Nai Formosa,Nhà máy nhiệt điện Uông Bí mở rộng 2,dong nai formosa,nha may nhiet đien uong bi mo rong 2,56.2,300.0,300.0,0.0,clear
deepseek-v4-pro,run3,Duc Giang - Lao Cai Chemical,Nhà máy nhiệt điện Thủ Đức 1,duc giang - lao cai chemical,nha may nhiet đien thu đuc 1,37.2,100.0,110.0,10.0,clear
deepseek-v4-pro,run3,Duyen Hai 3 Extension,Nhà máy nhiệt điện Duyên Hải 3 mở rộng,duyen hai 3 extension,nha may nhiet đien duyen hai 3 mo rong,70.0,660.0,660.0,0.0,clear
deepseek-v4-pro,run3,Hai Ha CHP Phase 3,Nhà máy nhiệt điện Hạ Long,hai ha chp phase 3,nha may nhiet đien ha long,50.0,600.0,600.0,0.0,clear
deepseek-v4-pro,run3,LNG Mũi Kê Gà 1,Nhà máy nhiệt điện Bạc Liêu (than),mui ke ga 1,nha may nhiet đien bac lieu,45.5,1200.0,1200.0,0.0,clear
deepseek-v4-pro,run3,Son Dong,Nhà máy nhiệt điện Sơn Động,son dong,nha may nhiet đien son đong,87.5,220.0,220.0,0.0,hard
deepseek-v4-pro,run3,"TBKHH Kiên Giang I, II",Nhà máy nhiệt điện Long Sơn LNG giai đoạn 2,"kien giang 1, 2",nha may nhiet đien long son lng giai đoan 2,55.2,1500.0,1500.0,0.0,clear
deepseek-v4-pro,run3,TBKHH Quảng Trị (khí Báo Vàng),Nhà máy nhiệt điện Bà Rịa,quang tri,nha may nhiet đien ba ria,57.1,340.0,384.0,12.9,clear
deepseek-v4-pro,run3,Uong Bi II extension,Nhà máy nhiệt điện Uông Bí 2,uong bi 2 extension,nha may nhiet đien uong bi 2,64.3,330.0,330.0,0.0,clear
deepseek-v4-pro,run3,Vinh Tan 4 extension,Nhà máy nhiệt điện Vĩnh Tân 4 mở rộng,vinh tan 4 extension,nha may nhiet đien vinh tan 4 mo rong,68.4,600.0,600.0,0.0,clear
deepseek-v4-pro,run4,An Khánh 1,Nhà máy điện LNG Long An,an khanh 1,nha may đien lng long an,57.1,116.0,0.0,100.0,clear
deepseek-v4-pro,run4,Bà Rịa GT,Nhà máy điện LNG Cà Mau 3 (mở rộng),ba ria gt,nha may đien lng ca mau 3,50.0,46.0,0.0,100.0,clear
deepseek-v4-pro,run4,Duc Giang - Lao Cai Chemical,Nhà máy nhiệt điện Duyên Hải 3,duc giang - lao cai chemical,nha may nhiet đien duyen hai 3,36.4,100.0,0.0,100.0,clear
deepseek-v4-pro,run4,Hai Ha CHP Phase 1,Nhà máy nhiệt điện An Khánh,hai ha chp phase 1,nha may nhiet đien an khanh,50.0,150.0,120.0,20.0,clear
deepseek-v4-pro,run4,Hai Ha CHP Phase 3,Nhà máy nhiệt điện Cẩm Phả,hai ha chp phase 3,nha may nhiet đien cam pha,51.4,600.0,600.0,0.0,clear
deepseek-v4-pro,run4,Lee & Man,Nhà máy điện LNG Phú Mỹ 5,lee & man,nha may đien lng phu my 5,44.4,125.0,0.0,100.0,clear
deepseek-v4-pro,run4,Nong Son 1,Nhà máy điện LNG Quảng Ngãi (Dung Quất),nong son 1,nha may đien lng quang ngai,50.0,30.0,0.0,100.0,clear
deepseek-v4-pro,run4,NĐ LNG miền Bắc,Nhà máy nhiệt điện Long Phụ 3 (than),nđ lng mien bac,nha may nhiet đien long phu 3,51.9,0.0,0.0,,clear
deepseek-v4-pro,run4,Son Dong,Nhà máy nhiệt điện Sơn Động,son dong,nha may nhiet đien son đong,87.5,220.0,220.0,0.0,hard
deepseek-v4-pro,run4,Uong Bi I extension,Nhà máy nhiệt điện Uông Bí mở rộng (Uông Bí 2),uong bi 1 extension,nha may nhiet đien uong bi mo rong,64.7,300.0,300.0,0.0,clear
deepseek-v4-pro,run4,Vedan Vietnam Cogeneration power station,Nhà máy nhiệt điện Vĩnh Tân 4,vedan vietnam cogeneration power station,nha may nhiet đien vinh tan 4,44.8,60.0,0.0,100.0,clear
deepseek-v4-pro,run5,Bạc Liêu 1,Nhà máy nhiệt điện Quảng Trạch 1 (than),bac lieu 1,nha may nhiet đien quang trach 1,53.3,1200.0,1200.0,0.0,clear
deepseek-v4-pro,run5,Cong Thanh,Nhà máy nhiệt điện Uông Bí 2,cong thanh,nha may nhiet đien uong bi 2,50.0,600.0,600.0,0.0,clear
deepseek-v4-pro,run5,Hai Duong,Nhà máy nhiệt điện Vĩnh Tân 3 (EVN),hai duong,nha may nhiet đien vinh tan 3,46.2,1200.0,1200.0,0.0,clear
deepseek-v4-pro,run5,LNG Hiệp Phước (phase I),Nhà máy nhiệt điện Vĩnh Tân 4 mở rộng,hiep phuoc,nha may nhiet đien vinh tan 4 mo rong,40.0,1200.0,1200.0,0.0,clear
deepseek-v4-pro,run5,Nong Son 1,Nhà máy nhiệt điện Nông Sơn,nong son 1,nha may nhiet đien nong son,88.9,30.0,30.0,0.0,hard
deepseek-v4-pro,run5,Son Dong,Nhà máy nhiệt điện Sơn Động,son dong,nha may nhiet đien son đong,87.5,220.0,220.0,0.0,hard
deepseek-v4-pro,run5,TBKHH Quảng Trị (khí Báo Vàng),Nhà máy điện Bà Rịa,quang tri,nha may đien ba ria,57.1,340.0,388.0,14.1,clear
gpt-5.5,run1,An Khánh 1,Nhiệt điện An Khánh,an khanh 1,nhiet đien an khanh,88.9,116.0,120.0,3.4,hard
gpt-5.5,run1,Bạc Liêu 1,Trung tâm điện lực Kiên Lương 1,bac lieu 1,trung tam đien luc kien luong 1,55.6,1200.0,1200.0,0.0,clear
gpt-5.5,run1,Cẩm Phả 1,Nhiệt điện Bà Rịa,cam pha 1,nhiet đien ba ria,42.9,340.0,389.0,14.4,clear
gpt-5.5,run1,Duyen Hai 3 Extension,Nhiệt điện Cẩm Phả,duyen hai 3 extension,nhiet đien cam pha,40.0,660.0,670.0,1.5,clear
gpt-5.5,run1,Formosa HT2,Nhiệt điện Uông Bí mở rộng,formosa ht2,nhiet đien uong bi mo rong,36.4,650.0,630.0,3.1,clear
gpt-5.5,run1,Hai Ha CHP Phase 4,Nhiệt điện Vĩnh Tân 4 mở rộng,hai ha chp phase 4,nhiet đien vinh tan 4 mo rong,38.9,600.0,600.0,0.0,clear
gpt-5.5,run1,LNG Long Sơn II+III,Trung tâm điện lực Kiên Lương 2–3,long son 2+3,trung tam đien luc kien luong 2–3,66.7,3200.0,3200.0,0.0,clear
gpt-5.5,run1,Na Dương 1,Nhiệt điện Uông Bí cũ,na duong 1,nhiet đien uong bi cu,70.0,110.0,110.0,0.0,clear
gpt-5.5,run1,Na Dương 2,Nhiệt điện Na Dương,na duong 2,nhiet đien na duong,88.9,110.0,110.0,0.0,hard
gpt-5.5,run1,Phả Lại 3,Nhiệt điện Duyên Hải 3 mở rộng,pha lai 3,nhiet đien duyen hai 3 mo rong,55.6,660.0,688.0,4.2,clear
gpt-5.5,run1,Son Dong,Nhiệt điện Sơn Động,son dong,nhiet đien son đong,87.5,220.0,220.0,0.0,hard
gpt-5.5,run1,TBKHH Bà Rịa 2,Nhiệt điện Trà Nóc,ba ria 2,nhiet đien tra noc,50.0,175.0,193.0,10.3,clear
gpt-5.5,run2,An Khánh - Bac Giang,Nhiệt điện Uông Bí mở rộng,an khanh - bac giang,nhiet đien uong bi mo rong,43.2,650.0,630.0,3.1,clear
gpt-5.5,run2,Bạc Liêu 1,Nhiệt điện Kiên Lương 1,bac lieu 1,nhiet đien kien luong 1,55.6,1200.0,1200.0,0.0,clear
gpt-5.5,run2,Cẩm Phả 1,Nhiệt điện Bà Rịa,cam pha 1,nhiet đien ba ria,42.9,340.0,389.0,14.4,clear
gpt-5.5,run2,Dong Nai Formosa,Nhiệt điện Uông Bí cũ,dong nai formosa,nhiet đien uong bi cu,48.0,150.0,153.0,2.0,clear
gpt-5.5,run2,Duc Giang - Lao Cai Chemical,Nhiệt điện An Khánh,duc giang - lao cai chemical,nhiet đien an khanh,42.1,100.0,100.0,0.0,clear
gpt-5.5,run2,Duyen Hai 2,Nhiệt điện Cẩm Phả,duyen hai 2,nhiet đien cam pha,47.6,600.0,600.0,0.0,clear
gpt-5.5,run2,Duyen Hai 3 Extension,Nhiệt điện Duyên Hải 3 mở rộng,duyen hai 3 extension,nhiet đien duyen hai 3 mo rong,70.0,660.0,688.0,4.2,clear
gpt-5.5,run2,Hai Ha CHP Phase 2,Điện khí Kiên Giang 2,hai ha chp phase 2,đien khi kien giang 2,42.4,750.0,750.0,0.0,clear
gpt-5.5,run2,Hai Ha CHP Phase 4,Nhiệt điện Vĩnh Tân 4 mở rộng,hai ha chp phase 4,nhiet đien vinh tan 4 mo rong,38.9,600.0,600.0,0.0,clear
gpt-5.5,run2,LNG Bà Rịa 2,Nhiệt điện Kiên Lương 2,ba ria 2,nhiet đien kien luong 2,40.0,1200.0,1200.0,0.0,clear
