arm,model,run,name,clean_name,fuel,status,capacity_mwe,province
arm3,gpt-5.5,4,Nhiệt điện An Khánh II / Bắc Giang,an khanh 2 / bac giang,coal,constructing,650.0,bac giang
arm3,gpt-5.5,4,Nhiệt điện Bình Định I,binh dinh 1,coal,cancelled,1200.0,binh dinh
arm3,gpt-5.5,4,Trung tâm nhiệt điện Kiên Lương II,trung tam kien luong 2,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,4,Trung tâm nhiệt điện Kiên Lương III,trung tam kien luong 3,coal,cancelled,2000.0,kien giang
arm3,gpt-5.5,4,Nhiệt điện Sông Hậu III,song hau 3,coal,cancelled,2000.0,hau giang
arm3,gpt-5.5,4,TBKHH Miền Trung III,mien trung 3,unknown,cancelled,750.0,quang nam / quang ngai unresolved
arm3,gpt-5.5,4,Nhiệt điện Bảo Đại,bao dai,coal,cancelled,600.0,bac bo unspecified
arm3,gpt-5.5,4,NMĐ Nhơn Trạch 3 và 4,nhon trach 3 va 4,imported gas,constructing,1624.0,dong nai
arm3,gpt-5.5,4,Tuabin khí Thủ Đức,tuabin khi thu duc,unknown,retired,113.0,tp. ho chi minh
arm3,gpt-5.5,4,Nhiệt điện Cần Thơ S4 dầu,can tho s4 dau,unknown,retired,33.0,can tho
arm3,gpt-5.5,4,TBKHH Kiên Giang I,kien giang 1,unknown,cancelled,750.0,kien giang
arm3,gpt-5.5,4,Nhiệt điện Vĩnh Tân VI,vinh tan vi,coal,cancelled,1200.0,binh thuan
arm3,gpt-5.5,4,Nhiệt điện Nam Định II,nam dinh 2,coal,cancelled,1200.0,nam dinh
arm3,gpt-5.5,4,Nhiệt điện Formosa Hà Tĩnh hiện hữu,formosa ha tinh hien huu,coal,operational,150.0,ha tinh
arm3,gpt-5.5,5,Nhiệt điện Formosa Hà Tĩnh I,formosa ha tinh 1,coal,operational,150.0,ha tinh
arm3,gpt-5.5,5,Nhiệt điện khí dư Hòa Phát II,khi du hoa phat 2,coal,proposed,300.0,hai duong / dung quat?
arm3,gpt-5.5,5,Nhiệt điện than An Giang,than an giang,coal,cancelled,2000.0,an giang
arm3,gpt-5.5,5,Nhiệt điện Nhơn Trạch 3 và 4,nhon trach 3 va 4,imported gas,constructing,1624.0,dong nai
arm3,gpt-5.5,5,Nhiệt điện than Bình Định II,than binh dinh 2,coal,cancelled,2000.0,binh dinh
arm3,gpt-5.5,5,Nhiệt điện than miền Bắc 1000 MW,than mien bac 1000 mw,coal,cancelled,2000.0,"northern vietnam, unspecified"
arm3,gpt-5.5,5,TBKHH Miền Trung III,mien trung 3,unknown,cancelled,750.0,quang ngai / quang tri uncertain
arm3,gpt-5.5,5,Nhiệt điện Sông Hậu III,song hau 3,coal,cancelled,2000.0,hau giang
arm3,gpt-5.5,5,Nhiệt điện Kiên Lương III,kien luong 3,coal,cancelled,2000.0,kien giang
arm3,gpt-5.5,5,Nhiệt điện Nam Định II,nam dinh 2,coal,cancelled,2000.0,nam dinh
arm3,gpt-5.5,5,Nhiệt điện than Bình Định I,than binh dinh 1,coal,cancelled,1200.0,binh dinh
arm3,gpt-5.5,5,Nhiệt điện Lục Nam,luc nam,coal,cancelled,100.0,bac giang
arm3,gpt-5.5,5,Nhiệt điện Phú Thọ,phu tho,coal,cancelled,600.0,phu tho
arm3,gpt-5.5,5,Nhiệt điện Uông Bí III,uong bi 3,coal,cancelled,1200.0,quang ninh
arm3,gpt-5.5,5,Nhiệt điện Kiên Lương II,kien luong 2,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,5,Nhiệt điện Bắc Giang,bac giang,coal,cancelled,600.0,bac giang
arm3,gpt-5.5,5,Nhiệt điện Kiên Lương I,kien luong 1,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,5,Nhiệt điện Yên Hưng,yen hung,coal,cancelled,1200.0,quang ninh
arm3,gpt-5.5,5,Nhiệt điện Vedan / Vê Đan,vedan / ve dan,unknown,operational,72.0,dong nai
arm3,qwen3.7-max-2026-05-20,1,An Khê Biomass,an khe biomass,unknown,operational,110.0,gia lai
arm3,qwen3.7-max-2026-05-20,1,Cẩm Thanh,cam thanh,unknown,unknown,600.0,quang nam
arm3,qwen3.7-max-2026-05-20,1,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1624.0,dong nai
arm3,qwen3.7-max-2026-05-20,1,Kiên Lương Complex,kien luong complex,unknown,cancelled,3600.0,kien giang
arm3,qwen3.7-max-2026-05-20,1,KCP Biomass,kcp biomass,unknown,operational,60.0,phu yen
arm3,qwen3.7-max-2026-05-20,2,NĐ Khí Dư Hòa Phát II,khi du hoa phat 2,unknown,constructing,300.0,hai duong
arm3,qwen3.7-max-2026-05-20,2,NMNĐ Cẩm Thanh,cam thanh,unknown,unknown,600.0,quang nam
arm3,qwen3.7-max-2026-05-20,2,Nhiệt điện Dầu Thủ Đức,dau thu duc,unknown,unknown,165.0,tp ho chi minh
arm3,qwen3.7-max-2026-05-20,3,Nhiệt điện Cẩm Thanh,cam thanh,coal,cancelled,600.0,quang nam
arm3,qwen3.7-max-2026-05-20,3,TBKHH Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1624.0,dong nai
arm3,qwen3.7-max-2026-05-20,4,TBKHH Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1624.0,dong nai
arm3,qwen3.7-max-2026-05-20,5,Nhiệt điện Cẩm Thanh,cam thanh,coal,cancelled,600.0,quang nam
arm3,qwen3.7-max-2026-05-20,5,TBKHH Cà Mau I & II,ca mau 1 & 2,unknown,operational,1500.0,ca mau
arm3,qwen3.7-max-2026-05-20,5,TBKHH Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1624.0,dong nai
arm4,claude-opus-4-6,1,Cao Nhân,cao nhan,unknown,unknown,0.0,hai phong
arm4,claude-opus-4-6,3,Hoà Phát II (waste gas),hoa phat 2,unknown,proposed,300.0,ha tinh
arm4,claude-opus-4-6,3,Formosa HT Ph.1,formosa ht ph.1,unknown,operational,500.0,ha tinh
arm4,claude-opus-4-6,3,Uông Bí Ext 2,uong bi ext 2,unknown,operational,330.0,quang ninh
arm4,mistral-large-2512,1,Nhơn Trạch 3 & 4,nhon trach 3 & 4,gas,operational,1624.0,dong nai
arm4,mistral-large-2512,2,NMĐ Khí Dư Hòa Phát II,khi du hoa phat 2,unknown,operational,300.0,hai duong
arm4,mistral-large-2512,2,NMĐ Kiên Lương I,kien luong 1,unknown,cancelled,1800.0,kien giang
arm4,mistral-large-2512,2,NMĐ Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,operational,1624.0,dong nai
arm4,mistral-large-2512,2,NMĐ Đạm Phú Mỹ,dam phu my,unknown,operational,21.0,ba ria - vung tau
arm4,mistral-large-2512,3,Rạng Đông,rang dong,coal,planned,2400.0,nam dinh
arm4,mistral-large-2512,3,Bình Định II,binh dinh 2,coal,planned,2000.0,binh dinh
arm4,mistral-large-2512,3,Cẩm Thanh,cam thanh,coal,unknown,600.0,quang ninh
arm4,mistral-large-2512,3,Phú Yên,phu yen,coal,planned,4000.0,phu yen
arm4,mistral-large-2512,3,Kim Sơn,kim son,coal,planned,3000.0,ninh binh
arm4,mistral-large-2512,3,Sông Hậu III,song hau 3,coal,planned,2000.0,hau giang
arm4,mistral-large-2512,3,Bảo Đại,bao dai,coal,planned,600.0,quang ninh
arm4,mistral-large-2512,3,Bình Định I,binh dinh 1,coal,planned,1200.0,binh dinh
arm4,mistral-large-2512,3,Phú Thọ,phu tho,coal,planned,300.0,phu tho
arm4,mistral-large-2512,4,Nhiệt điện Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,operational,1624.0,dong nai
arm4,mistral-large-2512,5,Bình Định I,binh dinh 1,coal,proposed,1200.0,binh dinh
arm4,mistral-large-2512,5,Bình Định II,binh dinh 2,coal,proposed,2000.0,binh dinh
arm4,mistral-large-2512,5,Cẩm Thanh,cam thanh,coal,unknown,600.0,quang ninh
arm4,mistral-large-2512,5,Nam Định II,nam dinh 2,coal,proposed,1200.0,nam dinh
arm4,mistral-large-2512,5,Phú Yên,phu yen,coal,proposed,4000.0,phu yen
arm4,mistral-large-2512,5,LNG Thái Bình,thai binh,imported gas,planned,1500.0,thai binh
arm4,mistral-large-2512,5,Kiên Lương,kien luong,coal,proposed,3600.0,kien giang
arm4,mistral-large-2512,5,Long An III,long an 3,coal,proposed,1200.0,long an
arm4,mistral-large-2512,5,Rạng Đông,rang dong,coal,proposed,2400.0,nam dinh
arm4,mistral-large-2512,5,Kim Sơn,kim son,coal,proposed,3000.0,ninh binh
arm4,mistral-large-2512,5,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,planned,1500.0,dong nai
arm4,mistral-large-2512,5,Sông Hậu III,song hau 3,coal,proposed,2000.0,hau giang
arm4,mistral-large-2512,5,Đạm Phú Mỹ,dam phu my,gas,operational,21.0,ba ria - vung tau
arm4,gpt-5.5-2026-04-23,1,NĐ than Vê Đan,than ve dan,coal,operational,60.0,dong nai
arm4,gpt-5.5-2026-04-23,1,NĐ Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm4,gpt-5.5-2026-04-23,1,NĐ An Khánh II,an khanh 2,coal,cancelled,300.0,bac giang/thai nguyen
arm4,gpt-5.5-2026-04-23,1,NĐ than An Giang,than an giang,coal,cancelled,2000.0,an giang
arm4,gpt-5.5-2026-04-23,1,NĐ Bảo Đại,bao dai,coal,planned,600.0,bac bo
arm4,gpt-5.5-2026-04-23,1,NĐ Kim Sơn,kim son,coal,cancelled,3000.0,ninh binh
arm4,gpt-5.5-2026-04-23,1,NĐ Sông Hậu III,song hau 3,coal,cancelled,2000.0,hau giang
arm4,gpt-5.5-2026-04-23,1,NĐ Nam Định II,nam dinh 2,coal,cancelled,2000.0,nam dinh
arm4,gpt-5.5-2026-04-23,1,TBKHH Kiên Giang I & II,kien giang 1 & 2,unknown,unknown,1500.0,kien giang
arm4,gpt-5.5-2026-04-23,1,TTĐL Kiên Lương,ttdl kien luong,coal,cancelled,3600.0,kien giang
arm4,gpt-5.5-2026-04-23,1,NĐ Uông Bí III,uong bi 3,coal,cancelled,1200.0,quang ninh
arm4,gpt-5.5-2026-04-23,1,NĐ Tân Phước III,tan phuoc 3,coal,cancelled,1200.0,tien giang
arm4,gpt-5.5-2026-04-23,1,NMĐ Nhơn Trạch 3 và 4,nhon trach 3 va 4,imported gas,constructing,1624.0,dong nai
arm4,gpt-5.5-2026-04-23,1,NĐ đồng phát Rạng Đông,rang dong,coal,planned,100.0,nam dinh
arm4,gpt-5.5-2026-04-23,1,NĐ Bình Định I,binh dinh 1,coal,cancelled,1200.0,binh dinh
arm4,gpt-5.5-2026-04-23,1,NĐ Formosa Hà Tĩnh hiện hữu,formosa ha tinh hien huu,coal,operational,150.0,ha tinh
arm4,gpt-5.5-2026-04-23,1,NĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,planned,300.0,not found
arm4,gpt-5.5-2026-04-23,1,NĐ Phú Thọ,phu tho,coal,cancelled,600.0,phu tho
arm4,gpt-5.5-2026-04-23,1,NĐ Yên Hưng,yen hung,coal,cancelled,1200.0,quang ninh
arm4,gpt-5.5-2026-04-23,1,NĐ Lục Nam,luc nam,coal,unknown,100.0,bac giang
arm4,gpt-5.5-2026-04-23,2,Nhiệt điện An Giang,an giang,coal,cancelled,2000.0,an giang
arm4,gpt-5.5-2026-04-23,2,Nhiệt điện than Bảo Đại,than bao dai,coal,cancelled,600.0,bac bo unspecified
arm4,gpt-5.5-2026-04-23,2,Nhiệt điện Yên Hưng,yen hung,coal,cancelled,1200.0,quang ninh
arm4,gpt-5.5-2026-04-23,2,Trung tâm nhiệt điện Kiên Lương,trung tam kien luong,coal,cancelled,3600.0,kien giang
arm4,gpt-5.5-2026-04-23,2,Nhiệt điện Sông Hậu 3,song hau 3,coal,cancelled,2000.0,hau giang
arm4,gpt-5.5-2026-04-23,2,Nhiệt điện Uông Bí 3,uong bi 3,coal,cancelled,1200.0,quang ninh
arm4,gpt-5.5-2026-04-23,2,Nhiệt điện Bình Định 1,binh dinh 1,coal,cancelled,1200.0,binh dinh
arm4,gpt-5.5-2026-04-23,2,Nhiệt điện Nam Định 2,nam dinh 2,coal,cancelled,1200.0,nam dinh
arm4,gpt-5.5-2026-04-23,3,Nhiệt điện Nhơn Trạch 3 và 4,nhon trach 3 va 4,imported gas,operational,1624.0,dong nai
arm4,gpt-5.5-2026-04-23,3,Nhiệt điện Kiên Lương 1-3,kien luong 1-3,coal,cancelled,3600.0,kien giang
arm4,gpt-5.5-2026-04-23,4,NĐ Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm4,gpt-5.5-2026-04-23,4,NĐ Hòa Phát II nhiệt dư,hoa phat 2 nhiet du,coal,unknown,300.0,quang ngai
arm4,gpt-5.5-2026-04-23,4,TTNĐ Kiên Lương,ttnd kien luong,coal,cancelled,3600.0,kien giang
arm4,gpt-5.5-2026-04-23,4,NĐ Cần Thơ S4,can tho s4,unknown,operational,33.0,can tho
arm4,gpt-5.5-2026-04-23,4,NĐ Vedan / Vê Đan,vedan / ve dan,unknown,operational,72.0,dong nai
arm4,gpt-5.5-2026-04-23,5,Nhà máy nhiệt điện VNT19,vnt19,coal,proposed,54.0,quang ngai
arm4,gpt-5.5-2026-04-23,5,NĐ khí dư Hòa Phát II,khi du hoa phat 2,coal,constructing,300.0,quang ngai
arm4,gpt-5.5-2026-04-23,5,NĐ Rạng Đông,rang dong,coal,cancelled,2400.0,nam dinh
arm4,gpt-5.5-2026-04-23,5,NĐ Bình Định II,binh dinh 2,coal,cancelled,2000.0,binh dinh
arm4,gpt-5.5-2026-04-23,5,NĐ Vũng Áng III than,vung ang 3 than,coal,cancelled,1200.0,ha tinh
arm4,gpt-5.5-2026-04-23,5,NĐ Kim Sơn,kim son,coal,cancelled,3000.0,ninh binh
arm4,gpt-5.5-2026-04-23,5,LNG Công Thanh,cong thanh,coal,proposed,1500.0,thanh hoa
arm4,gpt-5.5-2026-04-23,5,LNG Thanh Hóa,thanh hoa,imported gas,proposed,1500.0,thanh hoa
arm4,gpt-5.5-2026-04-23,5,NĐ Kiên Lương I–III,kien luong 1–3,coal,cancelled,3600.0,kien giang
arm4,gpt-5.5-2026-04-23,5,LNG Thái Bình giai đoạn 2,thai binh giai doan 2,imported gas,proposed,1500.0,thai binh
arm4,gpt-5.5-2026-04-23,5,NĐ Nam Định II,nam dinh 2,coal,cancelled,2000.0,nam dinh
arm4,gpt-5.5-2026-04-23,5,LNG Hòa Ninh giai đoạn I,hoa ninh giai doan 1,imported gas,proposed,1500.0,da nang
arm4,gpt-5.5-2026-04-23,5,Kiên Giang I,kien giang 1,unknown,cancelled,750.0,kien giang
arm4,gpt-5.5-2026-04-23,5,NĐ dầu/khí Thủ Đức,dau/khi thu duc,unknown,retired,165.0,tp ho chi minh
arm4,gpt-5.5-2026-04-23,5,NĐ than Bảo Đài,than bao dai,coal,cancelled,600.0,bac giang
arm4,gpt-5.5-2026-04-23,5,NĐ Bình Định I,binh dinh 1,coal,cancelled,1200.0,binh dinh
arm4,qwen3.7-max-2026-05-20,1,Hòa Phát II,hoa phat 2,gas,unknown,300.0,
arm4,qwen3.7-max-2026-05-20,1,Cẩm Thanh,cam thanh,coal,unknown,600.0,
arm4,qwen3.7-max-2026-05-20,1,Cẩm Phả 1 & 2,cam pha 1 & 2,coal,unknown,600.0,
arm4,qwen3.7-max-2026-05-20,1,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,unknown,1624.0,
arm4,qwen3.7-max-2026-05-20,1,Uông Bí Ext 2,uong bi ext 2,coal,unknown,330.0,
arm4,qwen3.7-max-2026-05-20,2,Thu Duc (Gas),thu duc,gas,operational,114.0,
arm4,qwen3.7-max-2026-05-20,2,Formosa Dong Nai,formosa dong nai,unknown,unknown,150.0,
arm4,qwen3.7-max-2026-05-20,2,Cam Thanh,cam thanh,coal,cancelled,600.0,
arm4,qwen3.7-max-2026-05-20,2,Nhon Trach 3 & 4,nhon trach 3 & 4,unknown,unknown,1624.0,
arm4,qwen3.7-max-2026-05-20,2,Pha Lai 1 & 2,pha lai 1 & 2,coal,operational,1040.0,
arm4,qwen3.7-max-2026-05-20,2,Mien Trung 1 & 2,mien trung 1 & 2,gas,unknown,1500.0,
arm4,qwen3.7-max-2026-05-20,2,Ca Mau 1 & 2,ca mau 1 & 2,gas,operational,1500.0,
arm4,qwen3.7-max-2026-05-20,2,Can Tho (Oil),can tho,gas,unknown,33.0,
arm4,qwen3.7-max-2026-05-20,3,**Cẩm Phả**,**cam pha**,coal,unknown,600.0,
arm4,qwen3.7-max-2026-05-20,4,Formosa Đồng Nai,formosa dong nai,unknown,operational,150.0,dong nai
arm4,qwen3.7-max-2026-05-20,4,An Khánh II,an khanh 2,coal,operational,300.0,thai nguyen
arm4,qwen3.7-max-2026-05-20,4,Hải Hà 1-4,hai ha 1-4,coal,proposed,2100.0,quang ninh
arm4,qwen3.7-max-2026-05-20,4,Cẩm Thanh,cam thanh,coal,cancelled,600.0,quang nam
arm4,qwen3.7-max-2026-05-20,4,Cẩm Phả I & II,cam pha 1 & 2,coal,operational,600.0,quang ninh
arm4,qwen3.7-max-2026-05-20,4,Miền Trung I & II,mien trung 1 & 2,unknown,proposed,1500.0,quang nam
arm4,qwen3.7-max-2026-05-20,4,Sơn Mỹ I & II,son my 1 & 2,imported gas,proposed,4500.0,binh thuan
arm4,qwen3.7-max-2026-05-20,4,Cà Mau 1 & 2,ca mau 1 & 2,gas,operational,1500.0,ca mau
arm4,qwen3.7-max-2026-05-20,4,LNG Long An I & II,long an 1 & 2,imported gas,proposed,3000.0,long an
arm4,qwen3.7-max-2026-05-20,4,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1624.0,dong nai
arm4,qwen3.7-max-2026-05-20,5,Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm4,qwen3.7-max-2026-05-20,5,Long An I & II LNG,long an 1 & 2 lng,imported gas,proposed,3000.0,long an
arm4,qwen3.7-max-2026-05-20,5,Cà Mau 1 & 2,ca mau 1 & 2,unknown,operational,1500.0,ca mau
arm4,qwen3.7-max-2026-05-20,5,Miền Trung I & II,mien trung 1 & 2,unknown,proposed,1500.0,quang tri / quang ngai
arm4,qwen3.7-max-2026-05-20,5,Nhơn Trạch 1 & 2,nhon trach 1 & 2,unknown,operational,1215.0,dong nai
arm4,qwen3.7-max-2026-05-20,5,Phả Lại I & II,pha lai 1 & 2,coal,operational,1040.0,hai duong
arm4,qwen3.7-max-2026-05-20,5,Nhơn Trạch 3 & 4,nhon trach 3 & 4,unknown,constructing,1624.0,dong nai
arm4,qwen3.7-max-2026-05-20,5,Kiên Giang I & II,kien giang 1 & 2,unknown,cancelled,1500.0,kien giang
arm4,qwen3.7-max-2026-05-20,5,Sơn Mỹ I & II,son my 1 & 2,imported gas,proposed,4500.0,binh thuan
arm4,qwen3.7-max-2026-05-20,5,Cẩm Phả I & II,cam pha 1 & 2,coal,operational,600.0,quang ninh
